rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status(D-Self Made)(U-Inherited/Unearned),gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
69,22400,Telecom,Masayoshi Son,65,Japan,Tokyo,"Internet, telecom",Telecom,Japan,SoftBank Group Corp.,TRUE,U,M,8/11/1957 0:00,Son,Masayoshi,CEO,4/4/2023 5:01,,,1957,8,11,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Married,2,"Bachelor of Arts/Science, University of California, Berkeley",1,0,0,0,1
70,22100,Metals & Mining,Vladimir Lisin,66,Russia,Moscow,"Steel, transport",Metals & Mining,Russia,,TRUE,U,M,5/7/1956 0:00,Lisin,Vladimir,,4/4/2023 5:01,,,1956,5,7,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,3,"Doctorate, Russian Academy of Economics; Bachelor of Arts/Science, Siberian Metallurgical Institute",1,0,1,0,1
71,22000,Food & Beverage,Emmanuel Besnier,52,France,Laval,Cheese,Food & Beverage,France,,FALSE,D,M,9/18/1970 0:00,Besnier,Emmanuel,,4/4/2023 5:01,,,1970,9,18,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,,,,,,,,0
72,21600,Finance & Investments,Abigail Johnson,61,United States,Milton,Fidelity,Finance & Investments,United States,Fidelity Investments,FALSE,U,F,12/19/1961 0:00,Johnson,Abigail,CEO,4/4/2023 5:01,Massachusetts,Northeast,1961,12,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Hobart and William Smith",1,1,0,0,0
73,21600,Energy,Leonid Mikhelson & family,67,Russia,Moscow,"Gas, chemicals",Energy,Russia,,TRUE,U,M,8/11/1955 0:00,Mikhelson,Leonid,,4/4/2023 5:01,,,1955,8,11,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,2,"Master of Science in Engineering, Kuybyshev Engineering and Construction Institute",0,1,0,0,1
74,21200,Fashion & Retail,Lukas Walton,36,United States,Chicago,Walmart,Fashion & Retail,United States,,FALSE,U,M,9/19/1986 0:00,Walton,Lukas,,4/4/2023 5:01,Illinois,Midwest,1986,9,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Arts/Science, Colorado College",1,0,0,0,0
75,21200,Service,Wang Wei,52,China,Shenzhen,Package delivery,Service,China,,TRUE,D,M,10/1/1970 0:00,Wang,Wei,,4/4/2023 5:01,,,1970,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
76,21100,Technology,Jensen Huang,60,United States,Los Altos,Semiconductors,Technology,United States,Nvidia,TRUE,U,M,2/17/1963 0:00,Huang,Jensen,CEO & President,4/4/2023 5:01,California,West,1963,2,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Science in Engineering, Oregon State University; Master of Science in Engineering, Stanford University",1,1,0,0,1
77,21000,Fashion & Retail,Leonard Lauder,90,United States,New York,Estee Lauder,Fashion & Retail,United States,The Estée Lauder Companies,FALSE,D,M,3/19/1933 0:00,Lauder,Leonard,Chairman Emeritus,4/4/2023 5:01,New York,Northeast,1933,3,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,"Widowed, Remarried",2,"Bachelor of Arts/Science, University of Pennsylvania",1,0,0,0,0
78,21000,Manufacturing,Takemitsu Takizaki,77,Japan,Osaka,Sensors,Manufacturing,Japan,,TRUE,D,M,6/10/1945 0:00,Takizaki,Takemitsu,,4/4/2023 5:01,,,1945,6,10,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Married,,,,,,,1
79,20900,Metals & Mining,Alexey Mordashov & family,57,Russia,Moscow,"Steel, investments",Metals & Mining,Russia,,TRUE,U,M,9/26/1965 0:00,Mordashov,Alexey,,4/4/2023 5:01,,,1965,9,26,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,7,"Master of Science in Engineering, Leningrad Institute of Economics; Master of Business Administration, University of Northumbria",0,1,0,0,1
80,20500,Energy,Vagit Alekperov,72,Russia,Moscow,Oil,Energy,Russia,,TRUE,U,M,9/1/1950 0:00,Alekperov,Vagit,,4/4/2023 5:01,,,1950,9,1,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,1,"Master of Science in Engineering, Azerbaijan Institute of Oil and Chemistry",0,1,0,0,1
81,20200,Healthcare,"Thomas Frist, Jr. & family",84,United States,Nashville,Hospitals,Healthcare,United States,,TRUE,D,M,8/12/1938 0:00,Frist,Thomas,,4/4/2023 5:01,Tennessee,South,1938,8,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, Vanderbilt University; Medical Doctor, Washington University",1,0,0,0,1
82,19600,Metals & Mining,Andrew Forrest,61,Australia,Perth,Mining,Metals & Mining,Australia,,TRUE,U,M,11/18/1961 0:00,Forrest,Andrew,,4/4/2023 5:01,,,1961,11,18,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,Separated,3,"Bachelor of Arts/Science, University of Western Australia; Ph.D, University of Western Australia",1,0,0,0,1
83,19100,Finance & Investments,Ray Dalio,73,United States,Greenwich,Hedge funds,Finance & Investments,United States,Bridgewater Associates,TRUE,D,M,8/8/1949 0:00,Dalio,Ray,Founder & Co-Chief Investment Officer,4/4/2023 5:01,Connecticut,Northeast,1949,8,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,4,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Long Island University",1,1,0,0,1
84,19000,Automotive,Eric Li,59,China,Hangzhou,Automobiles,Automotive,China,,TRUE,D,M,6/1/1963 0:00,Li,Eric,,4/4/2023 5:01,,,1963,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,2,"Master of Science, Yanshan University",0,1,0,0,1
85,19000,Metals & Mining,Wang Wenyin,55,China,Shenzhen,"Mining, copper products",Metals & Mining,China,,TRUE,U,M,3/1/1968 0:00,Wang,Wenyin,,4/4/2023 5:01,,,1968,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
86,18900,Diversified,Eyal Ofer,72,Monaco,Monte Carlo,"Real estate, shipping",Diversified,Israel,,FALSE,U,M,6/2/1950 0:00,Ofer,Eyal,,4/4/2023 5:01,,,1950,6,2,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158,Married,4,,,,,,0
87,18900,Food & Beverage,Qin Yinglin,57,China,Nanyang,Pig breeding,Food & Beverage,China,,TRUE,D,M,4/17/1965 0:00,Qin,Yinglin,,4/4/2023 5:01,,,1965,4,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,1,,,,,,1
88,18700,Automotive,Wang Chuanfu,57,China,Shenzhen,"Batteries, automobiles",Automotive,China,,TRUE,D,M,2/15/1966 0:00,Wang,Chuanfu,,4/4/2023 5:01,,,1966,2,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,"Master of Science, Beijing Non-Ferrous Research Institute; Bachelor of Arts/Science, Central South Industrial University of Technology",1,1,0,0,1
89,18500,Energy,Harold Hamm & family,77,United States,Oklahoma City,Oil & gas,Energy,United States,Continental Resources Inc. ,TRUE,U,M,12/11/1945 0:00,Hamm,Harold,Chairman and CEO,4/4/2023 5:01,Oklahoma,South,1945,12,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Divorced,5,"Diploma, High School",0,0,0,0,1
90,18500,Finance & Investments,David Tepper,65,United States,Palm Beach,Hedge funds,Finance & Investments,United States,Appaloosa Management,TRUE,U,M,9/11/1957 0:00,Tepper,David,President and Founder,4/4/2023 5:01,Florida,South,1957,9,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Master of Business Administration, David A. Tepper School of Business; Bachelor of Arts/Science, University of Pittsburgh",1,1,0,0,1
91,18500,Energy,Gennady Timchenko,70,Russia,Moscow,"Oil, gas",Energy,Russia,,TRUE,U,M,11/9/1952 0:00,Timchenko,Gennady,,4/4/2023 5:01,,,1952,11,9,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,3,"Master of Science in Engineering, Leningrad Mechanical Institute",0,1,0,0,1
92,18000,Finance & Investments,Daniel Gilbert,61,United States,Franklin,Quicken Loans,Finance & Investments,United States,,TRUE,D,M,1/17/1962 0:00,Gilbert,Daniel,,4/4/2023 5:01,Michigan,Midwest,1962,1,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,5,"Bachelor of Arts/Science, Michigan State University; LLB, Wayne State University",1,0,0,0,1
93,17700,Metals & Mining,Lakshmi Mittal,72,United Kingdom,London,Steel,Metals & Mining,India,ArcelorMittal (ADR),FALSE,D,M,6/15/1950 0:00,Mittal,Lakshmi,Chairman and CEO,4/4/2023 5:01,,,1950,6,15,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Married,2,"Bachelor of Arts/Science, St Xavier's College Calcutta",1,0,0,0,0
94,17500,Finance & Investments,Steve Cohen,66,United States,Greenwich,Hedge funds,Finance & Investments,United States,Point72 Asset Management,TRUE,U,M,6/11/1956 0:00,Cohen,Steve,Founder,4/4/2023 5:01,Connecticut,Northeast,1956,6,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,7,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1,0,0,0,1
95,17500,Finance & Investments,Carl Icahn,87,United States,Indian Creek,Investments,Finance & Investments,United States,Icahn Capital Management,TRUE,U,M,2/16/1936 0:00,Icahn,Carl,Founder,4/4/2023 5:01,Florida,South,1936,2,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Drop Out, New York University; Bachelor of Arts/Science, Princeton University",1,0,0,1,1
96,17500,Metals & Mining,Savitri Jindal & family,73,India,Hisar,Steel,Metals & Mining,India,,FALSE,D,F,3/20/1950 0:00,Jindal,Savitri,,4/4/2023 5:01,,,1950,3,20,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Widowed,9,,,,,,0
97,17400,Real Estate,Donald Bren,90,United States,Newport Beach,Real estate,Real Estate,United States,Irvine Company,TRUE,U,M,5/11/1932 0:00,Bren,Donald,Chairman,4/4/2023 5:01,California,West,1932,5,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,7,"Bachelor of Arts/Science, University of Washington",1,0,0,0,1
98,17400,Fashion & Retail,"John Menard, Jr.",83,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,"Menard, Inc.",TRUE,U,M,1/22/1940 0:00,Menard,John,Founder,4/4/2023 5:01,Wisconsin,Midwest,1940,1,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,6,"Bachelor of Arts/Science, University of Wisconsin, Eau Claire",1,0,0,0,1
99,17100,Media & Entertainment,Rupert Murdoch & family,92,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,News Corp Class A,FALSE,D,M,3/11/1931 0:00,Murdoch,Rupert,Chairman and CEO,4/4/2023 5:01,New York,Northeast,1931,3,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,6,"Bachelor of Arts/Science, Oxford University; Master of Arts, Oxford University",1,1,0,0,0
100,16700,Finance & Investments,Vicky Safra & family,70,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,,FALSE,U,F,1/1/1953 0:00,Safra,Vicky,,4/4/2023 5:01,,,1953,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Widowed,4,,,,,,0
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",72,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,,FALSE,D,M,1/1/1951 0:00,Albrecht,Theo,,4/4/2023 5:01,,,1951,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,,1,,,,,,0
102,16500,Finance & Investments,Renata Kellnerova & family,55,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,,FALSE,D,F,7/4/1967 0:00,Kellnerova,Renata,,4/4/2023 5:01,,,1967,7,4,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79,14.9,46.1,10669709,49.817492,15.472962,Widowed,4,,,,,,0
103,16300,Healthcare,Li Xiting,72,China,Shenzhen,medical devices,Healthcare,Singapore,,TRUE,D,M,1/1/1951 0:00,Li,Xiting,,4/4/2023 5:01,,,1951,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,"Bachelor of Science, University of Science and Technology of China",1,0,0,0,1
104,16200,Fashion & Retail,Stefan Persson,75,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,Hennes & Mauritz Unsponsored ADR,FALSE,D,M,10/4/1947 0:00,Persson,Stefan,Chairman,4/4/2023 5:01,,,1947,10,4,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Married,3,"Associate in Arts/Science, University of Stockholm",0,0,0,0,0
105,16200,Technology,Eric Schmidt,67,United States,Atherton,Google,Technology,United States,,TRUE,D,M,4/27/1955 0:00,Schmidt,Eric,,4/4/2023 5:01,California,West,1955,4,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Bachelor of Arts/Science, Princeton University; Doctorate, University of California, Berkeley; Master of Science, University of California, Berkeley",1,1,1,0,1
106,16000,Finance & Investments,Michael Platt,55,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,BlueCrest Capital Management,TRUE,U,M,3/18/1968 0:00,Platt,Michael,Founder ,4/4/2023 5:01,,,1968,3,18,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,,,"Bachelor of Arts/Science, London School of Economics; Bachelor of Arts/Science, London School of Economics",1,0,0,0,1
107,15900,Food & Beverage,Pang Kang,67,China,Foshan,Soy sauce,Food & Beverage,China,,TRUE,D,M,1/19/1956 0:00,Pang,Kang,,4/4/2023 5:01,,,1956,1,19,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,,Germany,,Supermarkets,Fashion & Retail,Germany,,FALSE,Split Family Fortune,M,,Albrecht Jr.,Karl,,4/4/2023 5:01,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,,,,,,,,0
109,15800,Fashion & Retail,Beate Heister,,,,Supermarkets,Fashion & Retail,Germany,,FALSE,Split Family Fortune,F,,Heister,Beate,,4/4/2023 5:01,,,,,,,,,,,,,,,,,,,,,,,,0
110,15800,Food & Beverage,Jorge Paulo Lemann & family,83,Switzerland,Zurich,Beer,Food & Beverage,Brazil,,TRUE,U,M,8/26/1939 0:00,Lemann,Jorge Paulo,"Investor, Philanthropist",4/4/2023 5:01,,,1939,8,26,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Married,5,"Bachelor of Arts/Science, Harvard University",1,0,0,0,1
111,15800,Real Estate,Peter Woo,76,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,FALSE,D,M,9/5/1946 0:00,Woo,Peter,,4/4/2023 5:01,,,1946,9,5,,,,,,,,,,,,Married,3,"Master of Business Administration, Columbia Business School",0,1,0,0,0
112,15600,Healthcare,Dilip Shanghvi,67,India,Mumbai,Pharmaceuticals,Healthcare,India,,TRUE,E,M,10/1/1955 0:00,Shanghvi,Dilip,,4/4/2023 5:01,,,1955,10,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,"Bachelor of Arts/Science, Calcutta University",1,0,0,0,1
113,15500,Technology,Robert Pera,45,United States,San Jose,Wireless networking,Technology,United States,Ubiquiti,TRUE,U,M,3/10/1978 0:00,Pera,Robert,Chief Executive Officer,4/4/2023 5:01,California,West,1978,3,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Single,,"Bachelor of Arts/Science, University of California, San Diego; Master of Science, University of California, San Diego",1,1,0,0,1
114,15300,Fashion & Retail,Radhakishan Damani,68,India,Mumbai,"Retail, investments",Fashion & Retail,India,,TRUE,D,M,1/1/1955 0:00,Damani,Radhakishan,,4/4/2023 5:01,,,1955,1,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,3,,,,,,1
115,15200,Automotive,Huang Shilin,56,China,Ningde,Batteries,Automotive,China,,TRUE,D,M,1/1/1967 0:00,Huang,Shilin,,4/4/2023 5:01,,,1967,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,"Bachelor of Technology, Hefei University of Technology",1,0,0,0,1
116,14900,Diversified,Dhanin Chearavanont,83,Thailand,Bangkok,Diversified,Diversified,Thailand,,FALSE,U,M,4/19/1939 0:00,Chearavanont,Dhanin,,4/4/2023 5:01,,,1939,4,19,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Widowed,5,,,,,,0
117,14900,Fashion & Retail,David Green & family,81,United States,Oklahoma City,Retail,Fashion & Retail,United States,Hobby Lobby,TRUE,U,M,11/13/1941 0:00,Green,David,CEO,4/4/2023 5:01,Oklahoma,South,1941,11,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Diploma, High School",0,0,0,0,1
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,78,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,,TRUE,U,M,5/2/1944 0:00,Sirivadhanabhakdi,Charoen,,4/4/2023 5:01,,,1944,5,2,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Widowed,5,,,,,,1
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,68,United Kingdom,London,Heineken,Food & Beverage,Netherlands,,FALSE,D,F,6/30/1954 0:00,de Carvalho-Heineken,Charlene,,4/4/2023 5:01,,,1954,6,30,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Married,5,"Bachelor of Arts/Science, Rijnlands Lyceum Wassenaar; Doctor of Jurisprudence, University of Leiden",1,0,0,0,0
120,14600,Healthcare,Xu Hang,60,China,Shenzhen,Medical devices,Healthcare,Hong Kong,,TRUE,D,M,5/22/1962 0:00,Xu,Hang,,4/4/2023 5:01,,,1962,5,22,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,"EMBA, Ceibs; Bachelor of Engineering, Tsinghua University; Master of Science in Engineering, Tsinghua University",1,1,0,0,1
121,14500,Automotive,Wei Jianjun & family,59,China,Baoding,Automobiles,Automotive,China,,TRUE,D,M,3/1/1964 0:00,Wei,Jianjun,,4/4/2023 5:01,,,1964,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,"Bachelor of Arts/Science, Hebei Province",1,0,0,0,1
122,14400,Metals & Mining,Alisher Usmanov,69,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,Metalloinvest,TRUE,U,M,9/9/1953 0:00,Usmanov,Alisher,Founder,4/4/2023 5:01,,,1953,9,9,,,"$57,921,286,440 ",10.1,104.2,71.6,14.8,31.6,33580650,41.377491,64.585262,Divorced,,"Master, Finance Academy under the Government of the Russian Federation; Master of Laws, Moscow Institute of International Relations",0,1,0,0,1
123,14300,Manufacturing,Goh Cheng Liang,95,Singapore,Singapore,Paints,Manufacturing,Singapore,,TRUE,U,M,6/27/1927 0:00,Goh,Cheng Liang,,4/4/2023 5:01,,,1927,6,27,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Widowed,3,,,,,,1
124,14200,Diversified,Kumar Birla,55,India,Mumbai,Commodities,Diversified,India,,FALSE,D,M,6/14/1967 0:00,Birla,Kumar,,4/4/2023 5:01,,,1967,6,14,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,3,"Master of Business Administration, London Business School; Bachelor of Arts/Science, University of Mumbai",1,1,0,0,0
125,14200,Manufacturing,Aliko Dangote,65,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,Dangote Group,TRUE,U,M,4/10/1957 0:00,Dangote,Aliko,CEO,4/4/2023 5:01,,,1957,4,10,267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,1.5,34.8,200963599,9.081999,8.675277,Divorced,3,"Bachelor of Arts/Science, Al-Azhar University",1,0,0,0,1
126,14100,Real Estate,Kwong Siu-hing,93,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,FALSE,U,F,12/2/1929 0:00,Kwong,Siu-hing,,4/4/2023 5:01,,,1929,12,2,,,,,,,,,,,,Widowed,4,,,,,,0
127,14000,Diversified,Idan Ofer,67,United Kingdom,London,Shipping,Diversified,Israel,,FALSE,U,M,10/2/1955 0:00,Ofer,Idan,,4/4/2023 5:01,,,1955,10,2,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Married,5,,,,,,0
128,13900,Healthcare,Chen Bang,57,China,Changsha,Hospitals,Healthcare,China,,TRUE,U,M,9/1/1965 0:00,Chen,Bang,,4/4/2023 5:01,,,1965,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,"Master of Business Administration, Hunan University",0,1,0,0,1
129,13900,Gambling & Casinos,Lui Che Woo,94,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,,TRUE,U,M,4/1/1929 0:00,Lui,Che Woo,,4/4/2023 5:01,,,1929,4,1,,,,,,,,,,,,Married,5,,,,,,1
130,13700,Logistics,John Fredriksen,78,United Kingdom,London,Shipping,Logistics,Cyprus,,TRUE,U,M,2/1/1945 0:00,Fredriksen,John,Investor,4/4/2023 5:01,,,1945,2,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Widowed,2,,,,,,1
131,13700,Construction & Engineering,Diane Hendricks,76,United States,Afton,Building supplies,Construction & Engineering,United States,ABC Supply,TRUE,U,F,3/2/1947 0:00,Hendricks,Diane,Cofounder,4/4/2023 5:01,Wisconsin,Midwest,1947,3,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Widowed,7,"Diploma, High School",0,0,0,0,1
132,13700,Technology,Jan Koum,47,United States,Atherton,WhatsApp,Technology,United States,WhatsApp Inc.,TRUE,U,M,2/24/1976 0:00,Koum,Jan,"CEO, cofounder",4/4/2023 5:01,California,West,1976,2,24,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Single,,"Drop Out, San Jose State University",0,0,0,1,1
133,13300,Sports,Jerry Jones,80,United States,Dallas,Dallas Cowboys,Sports,United States,Dallas Cowboys,TRUE,U,M,10/13/1942 0:00,Jones,Jerry,President and General Manager,4/4/2023 5:01,Texas,South,1942,10,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, University of Arkansas; Master of Arts, University of Arkansas",1,1,0,0,1
